Rating,Ulasan
1,game semakin buruk
5,game favorit main nya seruh pokonya mantap
5,"udh main dari 2017, bagus ih bagus cuma lu kasih tim yg bener dikit napa dapet tim bot mulu ah elah"
5,saya menyukainya
5,wah game bagus tapi ada bag kalah 20×
5,kasih musuh yang gampang ton
1,game ini sangat menyebal kan jadi aku pensi lah jadi main ff daripada ml
1,dapat dark sistem terosssss
1,game taik
1,tolong sedikit di jelaskan saya dari tadi bag terus ada suara aneh padahal ga ada ngomong saya merinding
5,apik
5,gilee gelee gg banget seru lagi terus ada narutonya lagi ok pokok nya ini seru banget
1,game bikin gamood
5,bagus saya sampe epic padahal baru main tapi belum dapet skin naruto
5,jngan d turunin sesen ny lg
1,geme aneh saya dah gacha emotes Jiraya dan saya juga sudah dapat pas gacha tapi tidak ada😡😡
1,"GAME PUKI,JARINGAN NYA NGELAG KALI ,KALAH TERUS PADAHAL WIFI LANCAR TOLONG DIUBAH SUPAYA JARINGANNYA GK LAG"
5,ml sangat seru
5,gem ini aku dah lama main dari 2020 tapi sampe sekarang gak bosen bosen
1,-main 1 jam bukan naik malah hilang 2 bintang geme ini bukan buat hilangin stress malah nambah stress
5,"Bagus,sering aku mainin karena seru dan bisa mengisi waktu luang"
1,game paling gak bener paling pilih kasih game anjink minimal ngasih tim yang bener jangan ngasih dark sistem terus aku jadi susah naik ke epic kalo mau ngerespon ulasan ini bikin akun ku jadi gampang ke epic lah kalo gak aku bakalan menghapus ML nya dan aku ganti ke Honor of king
5,hhgfvgg yang paling sering terjadi pada tahun yang lalu saya pernah baca juga artikel menarik lainnya di
5,Monton baik
2,perbaiki jaringan😡😡😡
2,game bikin setres
5,game ini sangat bagus hingga aku sindrom dan sters stres karena nama game nya mole mole
4,game nya sih bagus tapi mb nya tolong dikurangi soal nya nggak cukup RAM di hape kentang saya ter masuk hape kentang itu saja saran saya thank.yuo😄
1,"bikin game ga adil, sekali lagi gw kalah gw apus nih game dajal"
5,bagus ml
5,mntab
5,hebat
1,tolong kasi tim yang jago
1,machmaking tolol ngntod
1,benarkan sistem matchmaking nya saat bermain di mode rank
5,ini seruuuuuuuuuuu sekali
5,"banyak darksistem muntun anj, ngasih tim yang bener lh tolol"
5,sangat bagusss
5,mantap bagus banget
5,permainan MLBB X NARUTO seru kalii
1,lu ngasih tim yg bner ngntot
3,"saran aja ni buat developer, mending perhatikan dulu kenyamanan para player masalah jaringan daripada buat event soalnya bnyk yg ping hijau tapi patah patah bukn karna device, maaf kalau kata kata sy ada yg kurang berkenan sy mohon maaf🙏🙏🙏"
5,"maaf atas ulasan komentar ku sebelumnya yang tidak dewasa, untuk pihak moonton saya sangat minta maaf, dan game ini juga sudah berkembang jauh lebih baik dari versi lama, sekali lagi saya minta maaf atas ulasan toxic saya yang belum dewasa sebelumnya yang ditulis saat saya masih puber, saya sungguh minta maaf, semoga pihak anda (moonton) menerima permintamaafan dari saya. Terima Kasih 🙇🙇🙇."
5,GAME KIKIR (SARKAS)
1,game ini sangat tidak cocok untuk di mainkan karena banyak dark sistem yang gak tau main
5,mantap
1,kecewa banget saya lihat mobil legends ketika saya mulai main dari wario sampai epic 3 bintang 1 ternyata saya sangat kecewa lihat gem ini performa tim saya sangat lah tidak seimbang dengan lawan yang saya adapin ketika lawan saya main pakai item miya tim saya langsung ciut dan tidak mau berkerja sama satu sama lain dan akhirnya saya kalah dan menjadi epic bintang 0 dan berformat jaringan di mobil legends juga tidak se tabil makanya saya cuma kasih bintang 1 karena saya sangat kecewa
1,"Oii tun muntun game lu ada bug nya nih. gua tadi habis main ranked pakai zhuxin pas tiba"" ping jumping bentar skill 2 zhuxin mana nya ga mau nambah, harus recal ke base baru mana nya nambah. ga cuma zhuxin aja sih ada bug juga hero gatot skill ultimate nya ngebug kalo tiba-tiba ping jumping pas pencet ultimate malah kek pake view drone. benerin dong!"
5,sangat seru
5,oke
5,gem ini sangat asik untuk di main kan
1,bagus sih bagus tapi aku sering dapat tim dark sistem:(
1,dark sistem semua
4,monton ko aku udah selesai main terus tiba² aku mulai lagi ko kalah kan harusnya aku menang ini bug apa rusak
4,Kwhegdiso
5,bagus
5,the best game 👍
1,banner hokage triall males
1,Tolonging biar mbnya di kecilin lagi
5,👍
1,game jelek jangan di mainin
5,Tolong hilangin user zilong muntun🤭😹
2,"main solo selalu mendapatkan tim² yang tidak ada kontribusinya,malahan kebanyakan ngetrol,saran yaa,mending buat yg sering ngetrol itu jngan di mainkan di rank,biar permainan serius dan terasa seru."
5,cocok main para bocil
1,"moonton"",bug makin parah, keluhan player gak di atasi malah event terus,gw tau Lo cari untung tapi seenggaknya benahin dulu nih game keluhan player di atasi bukan event Mulu syukur"" nih game laku di indo"
4,game gila
1,"Mohon perhatikan masukan player dalam apps,atas pemain yang tidak berkontribusi/membantu rekan timnya dan tim yang tidak seimbang,jangan bikin game ini membosankan, mobile legend tidak untuk solo player itu akan terasa menjenuhkan,""TAK PERNAH MENDENGAR MASUKAN PLAYER"""
5,bagus
5,MOBILE LEGEND IS THE BEST
2,Game mati suri Mending main FF
5,ak mau win streak kagura min
5,taikk dapet yg dari sistem
2,"seru tapi matchmaking nya gak jelas dibuat setim sama orang orang yang afk poke,beban, penyuka coklat swdangkan lawannya mantan rank mythic imortal tolong diperbaiki lagi matcmaking nya"
4,sangat bagus tapi agak ngelek sedikit
1,g jelas padahal jelas² sinyal bagus tp di game malah merah sinyalnya terus jelas² di game sinyal warnanya ijo tapi malah ngelag
1,ngasih tim gak pernah adil player yang rank nya mau naik sengaja di satuin dengan orang dark sistem
1,"kenapa sih dari dulu leg aja terus hp ram 8 gb conecsi bagus pas war langsung leg ngedadak, tidak pernah berkembang ini moonton"
2,matchmaking perbaiki lah monton.
1,mitik rasa epik Cok lose streak sampe 10 kali
1,mb nya banyak banget jadi gak bisa nge instal
1,game sekarang gk jls
5,bagus untuk kegiatan sehari hari dan sangat seru
1,mohon maaf monnton tolong dong kalo lagi main rank di mitik Ktemu nya org2 mantan rank imortal itu kan GK sebanding GK seimbang juga kan jadi player solo tolong di tabrakin org² yg sama rank nya jadi kan jdi itu aja dari saya
1,makin hari makin jelek
1,ini gimana pake data jelek pake wifi tambah jelek jaringannya buruk banget ni montoon
1,woi monton ngasi tim yg jelas dikit lah bikin player gondok aja woi monton emel nya kok ngeleg kali la hp gw pdhl udh pro mending pensi aj
1,oku beci sama monton selalu dibuat lag monton kurangajar gila bayaran monton gem sampah bisa dibilang burikkkkkk!!! Kalau gini terus afk terus la dadikasi pelanggaran di buat lag geme sampah?!!!
2,"match making nya masih sama jelek, ntah kenapa susah buat menang di game ini, ketemu team troll, perbedaan rank yang jauh, jaringan buruk, padahal ping hijau, buruk lah pokoknya"
1,jelek ajg bkin stres
1,game kebanyakan lag kalau malam game rusak
1,males ketemu Mulu sama drak sistem
3,Jaringan sering lag saat main
5,"Terima kasih moonton. Saya rasa, sudah cukup puas sampai tier mitik honor. Game ini sebenarnya seru. Masalah nya bikin otak saya jadi tegang, kadang perasaan jadi sangat tertekan. BYE."
1,"patch/risource/data udah ke donwload semua tapi waktu di lobby/pas main internet masih nyedot banyak banget smpe kcpatan 3,5Mbps heran 🗿"
3,game moba Terbagus
5,bagus
5,good
5,mengajarkan kerjasama guna mencapai satu tujuan
1,game isinya bot dikasih tim ga seimbang matcmaking yang buruk
1,"parah banyak drak sistem nya, tolong kurangin drak sistem nya"
1,kenapa aku tidak bisa main rank main yang lainnya kenapa moonton pppppppppppp pppppppppppp pppppppppppp pppppppppppp aku tidak bisa main Pppppppppppp Pppppppppppp Pppppppppppp pppppppppppp Pppppppppppp pppppppppppp pppppppppppp Pppppppppppp
1,Selalu Nemu teman Dark sistem c0k
5,game ini bagus sekali
4,game nya bagus tapi tolong dari sistem nya di ilangin cape difeat terus tolong
5,kalau bisa kasih musuh yang seimbang atau bot
3,saya suka dengan geme ini tapi kurangi dark sistem nya karena bisa menyakiti diri sendiri
2,tolong moonton kurangilah daksistem
1,moonton pelis kirimi hp android buat main game mobile legnds alamat aku adan di Majalengka kecamatan malausma namku Alif Fikri salipodin
1,game nya makin aneh makin banyak dark sistem nya saran gua jangan didownload nambah dosa doang
3,"main solo di game ini menang itu hoki karna tim sendiri beban sedangkan musuh jago²,gimana klo kita bisa main tpi tim dongo,bahkan di glory juga main, tim ga bener"
5,good game
5,seru
5,sangat hd dan juga event nya keren2
1,"kikir amat dah segitunya ga mau rugi, yaelah aneh banget."
5,saya kasih bintang lima asal saya kalo main di mobile legends bang bang harus menang terusssss game nya bagus sangattt
1,tim nya berat sebelah kalo main solo
5,gg game nya
1,game bodoh aku lagi main tiba tiba akun ku di banned permanen padahal aku GK pake Chet dan team ku sama gak ada yang pake Chet bagus ff sama Roblox tolong diperbaiki ya game nya
2,sangat gak seru
5,main gokil tapi pas epic susah
1,"Game kok pas main suka leg sendiri, dikasih team g jelas, Urusin skin trus, minimal benerin matchking dulu lah lol Moonton g jelas lawak monton sinyalku leg gara gara dia, tapi gua dapat laporan"
5,gio
1,"Bad games don't give the wrong team a turn at the roast, don't answer if you don't mean to, that's fine"
1,"GAME JELEK TIM NYA GA ADIL, MUSUH JAGO TIM SNDIRI BOT APALAH GAME JELEK TUTUP AJA"
1,"maaf kalau bikin iklan jangan yg bersifat mengganggu pas buka aplikasi lain terutama crome, sudah diclose muncul terus dari pengaturan pun gak bisa, sangat risih"
3,monton tolong yg sengaja mati berkali kali itu akun nya Ben 10 hari dari tadi saya ketemu tim yg gak jelas pada sengaja mati terus terusan kalok hukuman nya cuman honor sekor di turunin gak mempan pasti kalok udah bisa main Reng diulangi lagi seharusnya Ben 10 hari biar sadar diri yg melanggar itu sekian terimakasih
1,monton gk sayang playerr
5,semoga drak sistem di musnahkan tetapi gamenya bagus
5,gem gak ada otak minimal ngasih tim ngotak dikit lah
1,game manis di awal😡😡
5,g͜͡a͜͡m͜͡e͜͡ n͜͡y͜͡a͜͡ b͜͡a͜͡g͜͡u͜͡s͜͡ s͜͡e͜͡m͜͡o͜͡g͜͡a͜͡ a͜͡d͜͡a͜͡ u͜͡p͜͡d͜͡a͜͡t͜͡e͜͡ l͜͡a͜͡g͜͡i͜͡ k͜͡e͜͡d͜͡e͜͡p͜͡a͜͡n͜͡ n͜͡y͜͡a͜͡
4,gilak badu
1,monoton asu
5,bagus banget
1,"game gk jelas,dapet tim nya ngetroll mulu"
1,terus Los terk aku kasih bintang satu
5,mantap gamenya seru
5,menyenangkan sekali tapi saya di bend dari renk semoga moonton engak ngem ben renk ya pin dong
1,Game gila
1,"jaringan jumping mulu, beresin lah"
2,saya bermain kurang puas karena koleksi jaringanya ngak stabil..padahal jaringan dan singnal saya bagus
5,monton tolong lah pemain ml yang satu ini nama ku arziki aku suka banget main ml teman teman ku pada main ff semua aku punyamasalah yang pertama sinyal sering hilang yang ke dua temen ku Trak sistem semua yang ke tiga musuh kayak seper ti musuh mytik glori yang ke
5,bagus tapi gk mau kasih diamond gratis
5,"y, game ny bgs seru em pko ny mh mntp lh, event ny bgs krn ckp sru, y seru"
5,bagus
1,moonntoooooonn tolooong lahhh musnahkann dark sisteemmm capekk punya timmm dark sisteemmm
1,"moonton coba di kurangin drak sistemnya agar lebih seru mainya,jadi gak lostrek mulu"
1,"apalah, pink gw hijau tapi jalan lurus aja gk bisa, game gk jelassssss"
1,Sangat buruk game sulit drag sytem nya parah mending pindah game lain aja sangat mengecewakan. rugi download game ini aq jamin sulit menang
5,Mantap bos saya puas
4,setidaknya tolong pisahkn pemain baru d rank Ama yg sdh lma sush ngepush
5,"sekarang mlbb gak asik main ban aja,padahal lihat saya sudah berjuang menang,aneh main potong skor aja"
1,jangan main ini game kalo mental mau aman. ini game udah kebanyakan akun jokian + RW maen tier tinggi mitik-immo cuma bikin stress apalagi lu solo Player jangan coba2 pasti ketemu tim hasil joki. mabar berlima nabrak penjoki. solo ketemu tim hasil joki + rank hasil RW.
1,kasi lawan tidak pernah setara
5,teruntuk monton aku mau minta maaf karna kesalalah saya🙏🏻🙏🏻🙏🏻🙏🏻
1,Game kntl
1,Karena membosankan dan suka ketemu drak sistem
5,mantap
4,Sumanto salto salto samsudin kesangsang😹😹
1,jangan main sodara ku stres main ini plis aku semalaman kalian
1,pllihan tim dan musuh di permainan solo yg tak seimbang
1,"game ini bikin stress, push rank kita dikasih tim yang bodoh,,giliran tim lawan pada jago, lose streak parah..sampe stress main juga gak pernah menang karena matchmaking gak pernah seimbang, aku udah uninstall game ini..game ini gabakal pernah ngasih aku kesenangan 1x pun.."
3,benerbener berat buat user solo. musuhku adalah team ku...
1,"banyakin lagi dong dark sistem nya, biar makin ancur nih game👍"
5,game yg seru.hanya SJ kalo main dapt team yg dari sistem smua..di kasi musu yg GG
5,MLBB khususs nya papi moonton good dikarenakan menyediakan event menarik dan event colab nya tidak main main serta karena gua suka sama MlBB yang selalu memberikan hadiah menarik secara gratis inti nya game MLBB rating 5
1,monton selalu memberi tim poke
5,ini game yang terlalu baik sih menurutku
5,bagus sekali kadang ada bonus hero
5,game kesukaan ku mulai kecil
5,"game ini sangat seru,saya punya pengalaman menyenangkan dari rank warrior"
4,🗿🗿
1,"pliss lah moonton, cape amat main Berjam jam itu pun gk bertambah malahan berkurang, dan tolong jika pangkat seseorang tinggi jangan lah setim sama pangkatnya yang rendah, apalagi player legend abadi sama epick, padahal solo bisa ketemu player darks sistem, tolong lah moonton perbaiki, kasih tim yang bagus dan lawan yang bagus juga biar setara. sedangkan ini tim saya dongok dongok pas tim lawan pro player. tolong perbaiki secepatnya, dan 1 lagi masalah jaringannya juga, tolong tanggapi moonton"
1,ngawor cik
1,kasih gw tim yang setara moontonnnnnnnn
1,banyak drak sistem
4,"mana border gratis yang kamu janjikan itu toon, disaat saya ngundang temen 3 kali kamu malah diem aja, itu ga rispek banget toon"
5,Nice
1,"kembali lagi dengan soal jaringan,Jaringan bagus tapi sangat menjengkelkan sekali,tidak stabil sinya 150ms mulu kadang 200ms ,tolong lah perbaikin servernya"
5,monton kasih saya skin soalny saya sudah follow tiktok kamu
5,"game nya bagus, seru, udah main 3 tahun lebih :) sekalian, moonton tolong buatin skin melissa lagend, soalnya aku player melissa :)"
5,game ini seruu tapi sering iklan kalo di HP kuuu
5,saya sungguh menyukainya
5,sangat menyenangkan Dan menarik menghibur
1,tolong donh monton kasih tim yg setara jangan yg bgo terus dia akunnya bekas joki klo bisa penjoki di ilangin deh nyet nyusahin
1,sudah 20 pertandingan kalah semua karena musuhnya jago tim saya kayak orang baru main tolong diperbaiki agar tim lawan dan tim kita setara
1,sumpah? gw lose 7x kali cuy stuk 40 - 45 ? di seting kah?
5,sangat bagus bisa nambah teman.
1,Game vs sinyal payah game lain lancar ML lemot dasar
1,game bikin hidup gua rugi gk rekomendasi buat player mau nyoba game ini game ampas
1,"ini tuh game atau apa sih, ini mah lebih pantes disebut perusak mental"
5,"ksh gw win streak woy, maen di honor kaya maen di epic🤭"
5,geme nya luar biasa bagus sekali
1,GAME SAMPAH
5,bagus
5,game nya seru bisa Mabar player nya juga baik
1,ehMoontrol menang kalah menang kalah menang kalah menang kalah menang kalah + dikasih team tolol gk bisa main + musuhnya jago gitu terus 😑😐 aanjiing
1,bangsat
5,kesayangan
1,woi monton lu tai anj gw lostrek trs tai kasih gw win tai
1,saya berikan bintang satu karena moonton sering berikan saya kelelahan
2,game apa ini dikasih tim yang dak sistem 🤬
1,gara gara gem ini adek sodara gua bunuh diri
1,aduh ml kok ikut gem ff ada naruto nya😂
1,burik
1,gak punya rumah boot
5,asik
5,nih Gane bagus cuma masalahnya ada di jaringan sama player player nya doang orang ngefed sama ngetrol tim udh mah mau kalah dia afk kan anj udah di report tetep aja masih ada player kyk gitu jadi gunanya tombol report apa moonton hah?
5,game nya bagus untuk anak anak atau remaja keatas dan mb nya masuk akal
5,game yg hebat
1,stresssssssssss💀👿😈🤬😡😠😤🥱
1,CAPEEEE MOONTON ADMIN . KETEMU PLAYER TAYIIIIII smoga pembuat aplikasi ML tutup USIA
4,game lu mulai rusak jaringan ijo tapi delay mulu kek ngelag
1,benerin sistem matchmaking lu moonton
1,"game rusak, matchmaking error, tim gk jelas"
5,gem ini seru sekali
5,game ini sangat bagus dan menghibur 👍👍👍👍👍
1,"Game burik, grafik tipis, bikin event g niat, banyak dark sistem, gw report tim gw yg feeder gk termasuk, kasih banyak light sistem moonton masak banyak dark sistem, sering lose streak bikin males main mending main game lain lebih asik gk ada dark sistem, revamp gk niat udh bgs yss dl malah di revamp"
1,"game moba paling jelek di dunia masa player solo di kasih tim 4 bodoh dasar yang buat game ini otaknya sangat tolol , membuat player solo kalah terus dasar game tolol sama yang buat game ini"
5,gamenya seru abisssssss!
5,game ya bagus dan banyak sisen baru 😄
1,game dark sistem
5,game yg bagus semangat terus developer
5,aku pensi ff tapi ml seruu😘
5,"game ini bangusss,cocok buat di mainin,event event nya bagus,heronya juga bagus,build nya juga sakit,emblemnya juga"
5,sangat menghibur dan menarik
1,monton mentang mentang aku player baru pas rank ku epic 2 di kasih tim yang gak jago terus .sedang kan musuh nya hebat hebat gak adil banget heran dah
5,"Ini game seru bangetttt, kadang sih bosen yaa tapi habis gk bosen download lagi hehee tapi intinya seru, dan ada bug sihh misal kan koneksi aku lancar tapi pas masuk pertandingan lama banget kyk gk 100%² jadi nya ada peringatan melanggar hukum/afk gitu dan itu terjadi terus 😐😔"
5,Google translate houghi di dunia internasional liga Italia MLS Nasional di tahun ini suruh ini mah udah biasa di sebut dengan jelas bahwa ada beberapa hal yang tidak dapat di rumah mama mirna tidak ada komentar untuk artikel ini yaitu di tahun Baru Islam ada yang bisa gak di kasih di majalah popular yaitu di antara para mi instan di rumah dan taman perabot dapur ini suruh dia tidak akan menjadi seperti mereka di dalam rumah jett di rumah mama mirna tidak ada komentar untuk artikel ini yaitu di a
1,"game paling toxic, player sama yg punya game sama aja toxic"
1,gamenya kasih losesterk terus
1,tolonglah yang mati di atas 10 kurangi 3 score kreditnta
1,maksa coleb Ama Naruto bjirrr masak Naruto puss tureet jirr
5,bagus banget aku suka banget ☺☺☺☺
4,asyik abis pulang kerja ilang lelah dengan main game ini
5,asik banget juga bagus cocok buat aku
1,ML. nya aga ane setelah apded kemarin dan setelah apdet jaringan saat di in game lag mulu.hampir nga bisa main lagi ml nya 🙏😭😭
5,seru udah epic lagi aku
1,"montoon server tiba2 mati aturan menang jadi kalah,ga jelas permain ini cacad,kapan gw naik nya kalo gini terus."
1,game konto ping ijo sinyal lancar tapi leg anj
1,aku takkan pernah mendownload game ini seumur hidupku lagi
1,game ga jelas padahal sinya LGI baik² saja tapi ttp ngeleg
1,game rusak
5,mantap
5,"menurut gua game nya sih bagus enak pula sering ngasih skin secara cuma cuma pokok nya gua sebagai player ml ,saranin main game ini"
5,event terus update dark sistem gk di benerin dapet tim botting mulu cape lah push rank bukan nya cari kesenangan dalam game malah nafsu marah2
5,montoon saya kan menang laga ranked kok di menu itu di loby saya gak liat bintang nambah yo
5,Yang gak tau main gak ush main biar kagak ad drak sistem woi pepek pepek
5,baguss
1,"game nya sering ngelag dan banyak bug nya, padahal memori tidak penuh, musuh yang tidak seimbang, machmaking nya lama, jalan jalan sendiri padahal jaringan lancar, setiap mau naik rank pasti ngelag, untuk @montoon mohon diperbaiki bug dan lag nya, diperbaiki lagi bug nya untuk update seterusnya, agar para pemain mobile legends bang bang itu nyaman."
3,saya kasih bintang 3 karena saya sering dapat tim yang gk bener
5,baguss bgtt
1,"Please yakk moonton,kalo bikin game itu diperhatiin playernya,masak gw main ketemu tim egois ngetroll mana 2 org lagi yg ngetroll,terus gw pake Hero MMR udh naikin cape² mlh turun,ya minimal kasi pemilihan role lah sebelum main itu biar g ada player yg bertabrakan rolenya"
1,"hadehh ngasih tim aneh mulu,giliran musuh jago."
5,oke
3,kenapa saya pake wifi kok malah anjlok malah ping merah terus dan kenapa damage musuh lebih sakit pas saya coba malah sedikit tolong diperbaiki
4,Min ringannin dikit game nya buat ram 2gb an soal nya aku pas main di rank hp ku malah jadi mesin cukur 🗿🙏
2,"ml sekarang jelek,jaringan bagus kok nga gerak"
1,"relog muluu mana gabisa kembali ke game nya harus nunggu kelar game nya baru bisa login lagi, udh di update, udh dikosongkan penyimpanan nya ttp gabisa apalahh udh di cek virus ga ada kok, trus kenapa ya padahal jaringan di hp stabil sedangkan di in game jadi jelek bgtt?!😭😭😭"
5,game nostalgia
1,"banyak yang melakukan troll dan feed dalam match tapi cuma dihukum ringan, game sampah bikin stress saja."
1,"draf yg tidak seimbang,sistem mvp kalah no protection"
1,moton ktol
1,Hei monton kalo kamu niat bikin game jangan kasih musuh yang jago jago giliran tim gua pada bot mainnya jadi berat gamennya lebih baik hapus gamemu daripada bikin orang makin stres main ini game ga usah kau bikin game ini dasar tidak tahu malu lebih baik mlbb di ban diseluruh dunia daripada jatuh korban gara gara main mlbb mending main HOK daripada main mlbb bikin stres dan gila
2,geam mi 🐶anjing
1,game apaan ini. rusak bangget.gak adil.kalah mulu wak. tolong ya di perbaiki🙏🙏🙏🙏🙏tolong ya muntun udah kalah 12 kali ni loh stress gw😔😔
1,"mohon maaf nih min bukan mau nyinggung mobile legends tapi ini soal match making yang tidak adil min, ini foto saya waktu main mobile legends dimana saya ketemu sistem ntah dari mana datangnya tiba"" nyerah aja ada 4 bot/komputer main bersama ku masa harus party min soalnya gk ada temen buat mabar main duo aja kalah apalagi party soalnya sistem mobile legends sekarang banyak bug min"
5,kasih ws lah moonton yang nick ml nya NONA BENET☆ kasi wa sampe glory minimal udh d kasih bintang lima tuh kasih ws lah
4,walaupun game nya bagus tapi setiap saya ingin naik rank sya selalu dikasih taman dark sistem
5,"Tolong dong skin Moskov star di munculin lagi, susah payah ngmpulin rare skin pragment, terima kasih#MLBB×NARUTO"
1,main game ini tambah strees
5,nah sekarang udah gakpapa sering sering gratisin skinya ya monton
2,ga optimis ngasih tim bot ngasih musuh jago berasa maen sendiri mendeng g usah download gemenya buang kuota aja
1,MOONTON😡😡😡🫵
5,mantap ml
5,nice
5,permainan nya sangat seru!!
5,"seru banget tapi ada kesalahan dikit , kalo baru masuk game nyatuh ngelag banget deh dan keluar sendiri , ini karna gamenya atau hp ku nih🗿👊"
5,meskipun saya pemula tapi saya menyukai game ini
1,"saya turunin bintang nya, karna setiap kali Aya main selalu di kasih tim ga kompak atau tim dari sistem, dan hanya 1 sampa 2 kali di kasih tim bagus, selebihnya tim buruk semua."
1,aku sangat capek main ini sudah ngeleg wes monton gak usah buat game ini gak niat buatnyacapek main ini
2,Game haram gapernah winstreak mulu malah di kasih losetreak jaringan ngelag mulu tolonglah moonton kasih winstreak dan perbaiki gamenya hilangin dark sistemnya tolonglah moonton jangan kasih lose mulu ntar gw malah emosi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
5,sangat baik untuk di coba
5,game bagus
5,mantep
5,Kaka
1,broken game
5,mantap
1,game ngk guna bukany havefun malh emosi tim ngk seimbang developer kikir mending hok
3,"Tidak Dapat tersambung Ke Internet padahal Jaringan full,Kuota Full,Pas Gak enak nya gitu Klo kota lagi sendiri sinyal Baik"" aja Klo lagi War Tiba"" bngt Legg nya parahhhh.Tolong Lah perbaiki"
1,monton bab* kon gk di kasih menang gw an*in*
1,"ilangin dark system bisa ga si. gw ls gara' tim nya dark system .dari honor 32 ampe mawi kaga dikasih menang, stres gw lama'. giliran banyak ls malah dikasih bot musuhnya, ga asik."
1,game burik ngasih tim dark sistem terus
3,"Mahal. Hero maupun skin mahal, tp ga terlalu masalah sih. Nah, perbagian tim dalam game nya yang masalah. Jelek bat dah, suer. Kadang kalah 3x, menang sekali, lanjutnya kalah 2x. Alias dikasih tim ampas, musuh keras. Bisa-bisanya dapet jungler main Joy burik banget, tim musuh sejago itu wak. Adil dikit lah, udh ngalah jadi roam, capek. Usulan, buat pemilihan role sblm matchmaking rank, biar kita bisa dapet tim yg role-nya diisi semua terus jago. sumpah, gw capek dpt tim jelek."
1,game anj di kasih tim haram
1,kok sekarang ml menjadi sus banget
1,buang buang waktu aja. ni game ga ad waedah nya
1,jgn di donlod anjg makin banyak darksistem mau di imortal ama myitik juga tetep banyak darksistem org yg ngetrol makin banyak jgn di download dah game tolol
5,🥶🤑🤑🤑
5,seru colab naruto
1,"MUNTUNN YG BENERR APAAAA, JELEK BNGET GUA AFTER MYTIK"
5,eventnya bagus sekali animasinya yang bagus itu pls nanti event dragon ball
5,"Permainan sih oke tapi ada satu hal musuhnya damage nya ga ngotak,,,sampe sini paham??"
1,"minimal kalo pas rank,jaringan lag jangan di turunin lah bintang nyaa,bikin stres"
1,kalo main selalu kalah
1,"tidak ada perubahan sama sekali setelah d kasih tim g jelas, terus terusan d kasih tim g jelas, macth mecing nya ga ada seimbang imbang nya. tolong d perbaiki capek main nemu tim aneh mulu, kata nya game terbaik masa iy kasih lawan nya jago jago malah tim kita aneh aneh terimakasih"
1,apalah game ini dapat tim yng sampah toxic beban Mulu tapi kalo dilawannya anjir banget co match-nya gak seimbang lah setiap hari gitu terus aja kalo ada bintang saya kasih bintang 0 aj
2,gua main kalah aja gk dapet tim bagus
1,surat terbuka buat monton. oii kalo ada orang yang niat trol itu beri sanksi yang berat lah cape gw di trol trus apala kasi hukuman apa ke liat player lu stres di trol main ni game banyak yang ngetroll stidanya kasi hukuman apa kek gitu dengan cara ban akunya 30 hari/tahun tegas dong nonton player gitu kalo engga di gituin mereka keterusan yang banyak bikin player lain pusing sama stres kalo gabisa bikin kebijakan kaya gitu Uda hpus aja game nya ngerti.
5,hiyaaa
1,anjink emang montoon katanya emot Jiraiya 100% dapet setelah spin mana ada kayak gitu padahal gw udah spin 2 kali malah dapat mencretan anjink mana ngumpulin poinnya lama lagi emang 🐷 gw tunggu jawabannya @montoon
1,player troll
1,knp moonton jarigan pas main tapi main game lain lancar² aja tlg di perbaiki
1,Entah kenapa ml ini saya sering dapat tim beban jaringan masih bagus tolong kasi yang aga jago.
1,ini mungkin nonton lagi g niat kali y galiat apa pada ngestak di epick mana kalo main suka nemu tim drak sistem. giliran musuh aja tim nya jagu hadeeehh
5,"game ini sangat seru, saya ingin memainkannya setiap hari, tapi kadang-kadang ada orang ngecheat"
5,monton anak pler main ketemu bot gem Lolo gem Sialan gem bikin emosih GK cocok di mainkan orang dewasa 1 BLN setak di legend 3
1,Game anj
5,bagus bangeet Banyak banget hadiah nya
5,seru tapi kalah terus kasih tim yang op aku mau mitik
2,"Masa internet bagus jaringan bagus buat main bisa lag parah gimana si montonn, merusak kenyamanan bermain. buat tiktokan lancar, instagram lancar, masa buat main ngga lancar sama sekali.... perbaikilahh"
1,"bangkrut aj lu sekalian, event kebanyakan scam kalo event cuma buat dapetin emot kaga usah masukin hadiah lain, scam parah, game kikir dijamin cepat mati ni game"
1,game tai
1,game gak ramah jangan di instal
1,game tolol benerin lag cok
1,Game ga adil game gak masuk akal game haram
5,Sangat menantang cu
5,game nya bagus
2,monton servernya di bagusin main ngak ngontak jaringannya
5,masi stuk di epik
1,tolong jaringannya tingkat lah. jaringan gak stabil Mulu. main game lain lancar lancar saja sama nonton YouTube.
1,woi kasih menang lah tim gw lol semua monton
5,hay bapak montoon ksi aku winstreak di rangked sampe miytik penempatan pliss monton
1,"woi developer bodoh, lu kalau ngasih tim yg adil lah bodoh, gw udah serius dapat tim kek sampah , lu niat apa ngak ngurus ni game?, kalau ngak hapus aja game ini"
2,Drak sistem
1,lose trus
5,hiburan
1,gak enak ngelek harus nya bintang 0
3,plislah kasih ws dah ls 12 kali anjay
5,bagusss bengitt geme nya
