Rating,Ulasan
1,makin kesini makin banyak yang aduh susah di jelasin
5,seru layak main
5,permainan yang sangat baik dan grafik yang sangat bagus serta banyak koleb
5,banyak dark sistem
1,game goblok
5,"sungguh saya sangat senang dengan geme satu ini,dan selalu bikin saya gk bosan² push rank,asal aku lagi bosan gk tau mau buat apa pasti aku ingat MLBB yang gk abis²serunya,tambah²sekarang MLBB sudah kolaborasi sama naruto, makin seru ,terimakasih untuk monton🙂🙏"
5,WOW
2,game sudah bagus namun tolong monton untuk para dari sistem dikasih hukuman seperti gak boleh main rank beberapa menit dan honor score nya di turunin atau match dilamain dan yang main nya bagus atau dapet emas dan yang dapet MVP naik biar yang main nya bagus itu aja
1,hapus UDAH 😁😁
5,Saya sangat suka dengan permainan ini dengan sangat seru
4,Gem seruu
4,untuk game nya udah bagus tapi yg saya tidak suka saat saya mau buat akun lagi saya harus menghapus semua data mobile legend jadi saya harap untuk cara ganti akun nya di samakan seperti game game lainnya 👍
5,"Game yg menghilangkan stress, tolong ya moonton kasi tim yang seimbang gitu, susah kalo temen poke lawan imo"
3,hp saya ram 3/64 di buat main mlbb saat buat akun baru ada pemilihan Hero vexana atau dyroth atau Layla aku pilih vexana malah pas memuat Uda 100 persen malah ngestuck di situ terus apakah ini masalah hp atau gamenya yang ga mendukung 🙏🙏
2,seru tapi setiap kali aku main ke temu derek sistem muluu kalah muluu lagih tolong hapus derek sitemmmm muntunnn
2,di game ini kebanyakan drak sistem
5,game apa ini susah kali moonton lu emosi player crip kan tapi elu juga bikin game ngelek susah
1,BUSUK
4,permai nannya bagus banget dan seru banget tapi ada yang kurang yaitu ngeleg padahal jaringan nya bagus tapi pas main kaya gak bisa gerak tolong benerin monton
2,"game bikin stress demi apa baru aja ws kemarin tiba tiba pas sekarang main rank kalah setim beban banget bikin emosi saran kurangi dark sistem sama bocil bocil kalo kaya gini gimana mau IMO?, kasian yang main solo bikin stress reset season bentar lagi gw belom IMO gara gara dapet tim dark sistem terus, itu aja saran nya oh ya tolng di perbaiki lgi lag dalam game padahal sinyal baik baik saja tpi tetap lag...... EDIT1: pas banget setelah gw ksi rating segininya langsung di kasi ls jir 😹"
1,game burukk
5,Game Terbaik Menurutku🥰🥰
5,lumayan montoon baik banget dih misal kredit score kita rendah kira suruh jawab pertanyaan kalo bener boleh main rank lagi dan satu lagi ada bug masa lagi blink tiba tiba nembus tembok dan tiba tiba musuh dateng tanpa sebab aneh gitu
5,gas lah ampe pagi
1,"Game ini sangat jelek, tidak aku rekomendasikan. bikin mental drop aja gua main cuma dikasih menang satu kali dan kalah berkali kali. gua dari mytic honor bintang 35 turun ke mytic bintang 29 bikin gua frustasi aja. gua lebih milih main HOK saja. gua habis ini mau hapus mlbb saja. unistal ajalah"
1,"sorry ini yng punya ml tak kasih bintang 1 dulu soale,solo selalu aja dpt tim yng ga jels trrus terus² san pula,tolong di perbaiki lagi ni sistem"
5,bagus bget dan mainya seru
4,game nya lumayan menghibur dan tolong game nya hilangin DRAK SYSTEM MONTOON gw kasih game ini bintang 4 karena gw winstreak
5,"baguss,seru karena kan ini game nya udah hitss banget jadi enak main nya tapi kesel waktu ketemu lawan yg gak seimbang Sama kita jadi tolong ya montoon permudahkan saya untuk naik glory 🙏"
5,bagus sih tapi aku tidak bisa melihat info daftar ulang untuk game online terbaru
5,senang
1,GAME DARK SISTEM JANGAN DIMAININ
5,gw suuuuuukaaaaa bangettt mainnya seeeeruu bangettt bintang 1000000 100000000000/10000000000 maaf komen dikit 🙏🏻
5,game yang seru main game terbaik uantuk hiburan penghilang stres dan game yang sangat ramah kapan lagi coba game se bagus ini
4,mooonton pls apa kasih tim yang bener yang bisa main
5,kurangin dark sistemnya
1,tiba tiba di ban akunku
1,hapus Player tukang cheat lah
1,"jaringan ngelag2 sendiri gak jelas, gameplay matchmaking nya juga gak jelas"
5,"game nya bagus banget saya suka, gara gara game ini ada di sekolah saya ada kelas mit ml, game ini seru"
1,"game gila dari bintang 41 ke 36, dapat team ga jelas dari jam 2 gw main kgk ada menangnya, ketemu lawan jago semua!"
1,game gj ketemu tim tolol mulu.ketemu musuh jago.gw udah ls 36 ajg.mending gausah di instal.masi banyak game lain yang lbih bagus dari pada ml
3,kenapa saya login ada tulisan suara aktifkan tapi gak bisa
3,"Dari pengalamanku ini, permainan-nya seru dan oke. Heronya bervariasi dengan skill²nya unik jg. Selain itu, moonton gak pelit buat ngasih event² yg seru dan banyak yg gratis🤑. Minesnya ini game sering ngalamin sinyal buruk pdhl jaringan oke-oke aja, dan matchmaking team yg buruk banget. Tim musuh dikasih yg jago, tim sini dikasih yg cupu. Bukan masalah rank, tp kmampuan bermainn. Update: error. kenapa tiba² server gw error ya? jdnya kalah. Gaje."
1,game yang buruk aku kalah terus memerus
1,tidak bisa masuk game nya lama
1,"knp moonton gak pernah kasi ws sikit aj kadang ada loh orang dia di batasi main hp sama ortu nya dan seminggu cuman bisa main satu match atau 2 , itu pun gak di kasih win. kasih lah win moonton ak juga mw ngerasain mythic 😭😭nggak stuk di legen trs aku juga pengen main tiap hari tapi gak di kasih ortu mw gimana lagi kadang iri sama tmn yang bisa main tiap hari sekarang udh glory lah imo lah AKU JUGA MW ANJIRRR tolong lah moonton 🙏🏻🙏🏻"
1,"kembalikan settingan seperti dulu semenjak update jadi banyakk lag, delay, patahh, padahal hp yang saya pakai lancarr2 saja di aplikasi lainnya"
5,Gw pernah kill 38 bot semua musuhnya 🤣🤣🤣🤣🤣
5,mantap
1,game asw gabisa optimalin matchmaking
5,gem bagus
5,bagus banget
1,ga pernaa dikasi win strek mau ke miytick jga susah😒
1,saya ngak bisa login
3,banyak drak sistem
1,yang bener lah kalo ngasih tim gw capek nge report mulu mana berhasil lagi kapan imo gw dapet tim epic gw ls 15 kontolllll dari bintang 93 ke bintang 82 lagi kan lucu tim nya mana sama aja skill nya kek epic
1,kalo ngasi tim yang bener laa
5,makasih udah nyiptain hero seganteng julian
1,gua kasih bintang 1 karena ini pas gua abis main gua langsung kembali lalu langsung di report Ama tim dan terus kredit skor gua juga turun 9 hadeh jadi udah gak bisa main rank ini jgn instal dah game gila ini udah muak
5,game toxic
5,the Best game
2,pelit kasih tim burik terus gitu aja terus
1,Hati Hati kalo main game ini bisa setres sin orangg
1,boiket game mobile legend. kebanyakan lag ga pecus benerin
5,moon tonight aku gak bisa main reng sama clasiasic
5,"MOONTON mana skin starlight nya Julian, aku udah langganan beli skin starlight tapi julian belum, keluarin aja skin starlight nya sumpah sekali rilis aku bakal jadi yang pertama beli. Btw makasih angela anualnya dijual di toko jangan hapus yang kagura punya sama angela pliss ini sementara nabung buat beli MAKASIH MOONTON. oh iya tambah lagi skin nya wanwan starlight di toko starlight hadir kembali"
1,kalah mulu cape
1,"oi masih banyak bug ini game, salah satunya ping hijau tapi lag. apaan coba begitu ,benerin dlu nih game baru colab"" an!!"
5,game nya bagus 👍
5,seru
5,"Kasih tim yang ngotak dikit lah moonton, bermain solo, selalu rebutan pada egois dark sistem semua cape aku ls 10x"
1,eh moonton game udah rusak ya masa gua di kasih tim dark sistem Mulu udah 20 kali lose streak anj😤
1,game GK ramah buat anak anak game gjls+game suka lag
1,game stres. gua losetrek mulu
1,"tidak adik moonton dari bintang 43 sampe mitihck mawi di turunin apa lah gak adil bgt pngn hapus game ini jadi nya kalah lebih dri 9 kali ber turut""udh di komn di tik tok juga biar di sesuai in"
3,"kurang kurangin kasih teamnya yg sistem,kasian player solo kaya aku mohon yaa"
1,banyak orang toxic
5,gem nya bagus banyak even tapi sering lag dan musuh nya kayak udah senior dan tim nya yg di Kasikan kayak baru instal.
4,"eh, what's wrong, when I press to fight the enemy, why doesn't it work even though my cellphone isn't broken and this is a brand new cellphone that I bought, there's no lag either, please check, okay, that's all"
5,bagus nggak ada bakkk
5,monton kenapa ML aku rusak tolong di perbaikin ya aku kasih bintang lima
5,Andai monton gift skin ke masyarakat yang gak top tup
5,bagus ya cuman kurangi draksistem aja ya udah
4,seru tapi harus download download dulu
5,Bagus game nya
1,"dark sistem busuk, malas main uninstal aja lah busuk."
1,mooonton lu kasik gw tim drak sistem rank gw los dari glory bintang 58 jadi 50 pliss monton kasik gw tim bagus
5,mantap
5,halo om moonton saya mau Hero dyrroth di kasih skin baru kaya skin legend model robot X dan sama lukybox ya moonton pelissssss banget moonton pelissssss 🙏🙏🙏🥺🥺🥺
5,aku ngestak di mau masuk di tutorial
5,Mobile Legends Bang Bang MLBB X Naruto Shippuden Assalamualaikum 🙏😎😊
5,per mainannya seru banget
1,"Sinyal bagus,udah pake wifi, tapi pas in game ping langsung merah, lag fatal, dan suka ngebug. saya sudah fokus game tapi tim di kasi bot, feeder, troll, egois. pas push rank bintang nya full,mau naik rank tapi dikasih tim yang ga ngerti main. padahal sudah lapor ke game ML nya langsung tapi masi belom di perbaiki match yang tidak seimbang, dan lag nya. Mohon Moonton diperbaiki lagi ML nya karena saya sudah stres bermain game ini. Terima Kasih"
1,game burik jangan di download
5,woiii montonnn kinnn hapus aja draksistem kontollllll
1,padahal sudah pas untuk di retry tapi malah tidak kena game gak jelas
1,sinyal hijau tapi nglag game apan ini
1,yg bener lah anjir kalo ngasih tim yang ngotak dikit
1,"di lose treak mulu, Napa emang sih game aneh ini.ga bener banget,mana pula pelit lagi."
1,"Game nya ga jelas, jelek banget , jaringan bagus tapi ga enak ."
5,Game nya bagus tapi tolong musnahkan DARK SYSTEM!
1,game cacat gak usah main sistem match di setting sistem bukan random player
1,"saya kadih b 1krna tim nya ga adil, musuhnya jago, sedangkn timnya agak lain(saya main di glory)"
1,kenapa ini bisa terjadi perbaiki jangan upgred melulu sitemnya aja di perbaiki agar tidak bug
1,aku mau ke glory malah dapat tim epic😒😒😒
3,Gem inih cukup bagus tapi musuh dan saya tim kok gak sama yah musuh nyah jago tim nyah kagak jago malah saya main di tier honor kok musuh dan tim gak setara😭mohon di seimbangin lagih yah gem inih bagus kok saya kasih binatang lima deh kalaw tim sama musuh nyah setara oleh karena ituh saya kasih bintang 3 Karana ada ke kurangan nyah di ingem nyah musuh sama tim gak setara mohon di perbaiki🙏🙏🙏
1,game lacur
1,dpt uang susah bgt + heronya mahal mahal
1,game kikir
1,game paling buruk yg pernah gw mainin masak dari legend 1 dikasih musuhh pro teman troll gak ngotakk game tolol gk jelas
5,saya menyukainya sangat menyukai
5,"gue pertama kali main MLBB langsung ketagihan tapi wifi nyambung 4 kok malah putus putus terus .tapi gue masih agak kesel karena Hero gue kayak Silvana, Mellisa, Rafaela jadi bola gitu aneh padahal udah aku beli Heronya"
1,game dajal turun teros lose streak g menang game setingan kayak mafia
1,kalo kasih musuh yang ngotak mau naik honor musuhnya jago
5,game ini seru buat gabut saya rating 5
1,game skamm taikk naruto anjeeeenggg
1,kasih tim yang waras bukan drak sistem
1,dikasih tim gajelas terus
5,mohon sarannya saya punya 3 akun ML saat mau ganti akun kok gak bisa sekarang bilang nya platfom tidak terkait jadi selama satu tahun ini saya kluar masuk akun aman aman aja kok sekarang malah alasan platfom tidak terkait mohon arahannya dan kenapa harus kayak begitu????
5,les terk terus drak sistem monton gak usah bikin ML sepin dikasih sampah
1,game tidak adil
5,"Gem ink sangat seen! ,"
1,lu kenapa si monton ngasih tim yang ga bener Mulu blok
4,Monton coba agar bisa ngirim bp agar ga kesulitan beli hero udah heronya mahal mahl lagi ngumpul bp nya lama mohon di bantu
5,game nya bagus 😋 tapi kurangin dikit drak sistem nya montonnn
1,gak bagus gem nya jelek bikin HP ngelag
1,darksistem gua loseestreak gaaa ada guna
1,punya tim kek dark sistem sinyal burik kek
5,game ini sangat bagus karena game play nya
5,game ini sangat bagus
1,"game rusak ngasih tim yang gak seimbang Mulu,apasih monton benerin lah dalam masalah matcking"
5,bagus
1,game tolol sinyale angel tolol
5,seru banget banget banget banget banget banget banget banget main game ini love
5,game nya seru banget dan semua Hero nya keren
1,apasi moonton gw tinggal bentar malah afk bantu ortu nyapu ortu sakit malah afk kocak kocak
2,mau nge rank juga lama bner muntun ampun
1,"EHHH MONTOON PP KAU PANDAI GAK SIH DALAM MEMILIH TIM UNTUK SOLO PLAYER!!!! JANGAN KAU BUAT SOLO PLAYER STRESS GARA GARA KAU JUMPAKAN SAMA TIM TIM YANG GA PANDAI MAEN, KAU PAKE OTAK KAU MONTOON PP!!! HAPUS KAN DARK DARK SYSTEM KALAU BISA!!!!"
5,geme ya oke tapi kenapa ada banyak bag ya gitu Lo
1,Naik turun Dah males game ga jelas Di kasih tim tolol
2,ini game. apa perusak mental njir gw main dari legen 3 sampe 2 tiba² lostreak mulu anjir co tolong mau ke mhytic aja susah apalagi honor perbaiki lah moonton
5,𝚙𝚕𝚒𝚜 𝚕𝚊𝚑 𝚖𝚘𝚘𝚗𝚝𝚘𝚗 𝚙𝚎𝚛𝚖𝚞𝚍𝚊𝚑𝚔𝚊𝚗 𝚞𝚗𝚝𝚞𝚔 𝚗𝚊𝚖𝚋𝚊𝚑 𝚔𝚛𝚎𝚍𝚒𝚝 𝚜𝚔𝚘𝚛
5,saya menanti ml berkembang lagi!!
1,gem apaan nih tiap main dapet tim kayak orang ga pake logika main seterah dia aja bayangin tiap hari dapet mage 3 atau mm 2 expi 2 mana hero nya dyrod miya gabisa pake hero lain apa mana hanabi roam
1,game Tidak ramah ML Menyusahkan player nya setiap ingin Naik rank 1 bintang lagi selalu di susahkan playernya yang solo tolong lah setiap 1 bintang lagi gampangin musuhnya jgn di buat lose streak montonnnnn
5,geme ini sangat seru cuma untuk hp kentang janganbmain
5,MlbbXnaruto montonn aku mau sekin Fanny anspiran dan Alpha legenda
1,"kenapaa setiap kali ganti akun harus di ban selama 24 jam, sekali ganti akun emang sih ga masalah pas setelah diganti kedua kalinya langsung di ban alasan (meretas/cheat) padahal ga cheat sama sekali pake config/gfx tools ngga kenapa harus di ban sih, mohon di perhatikan pihak developer ulasan saya, kalau memang nge bug mohon di perbaiki, segitu aja Terima kasih wasalam!!!!"
5,seen Dan Mainya enak
1,"Saya kasi bintang 1 dulu, tapi seharusnya moonton tidak pantas mendapat bintang alias bintang nol. tapi saya memberi bintang 1 supaya saya bisa komen tentang sistem nya yang udah di setting.sangat kecewa sekali sama sistem nya yang busuk entah apa maksud moonton membuat setingan seperti ini. Saya sampe ingin memukuli setiap orang yang lewat . kalo match making nya sudah adil sy kasih bintang 5.TERIMA KASIH"
5,"Untuk solo player, matchmaking tidak seimbang"
1,semakin kesini makin tolol ini game
5,Bagus banget!!! aku suka mainin cuma masih ada yang lag ya.tolong dibenerin moonton.
5,enak mainnya tapi skin nya kemahalan sedangkan aku klo top up 45-83 rb
1,dari sistem baaaanyak! bangt lain kali awasin match mrk soalnya saya jdi tkt ngrank GR GR dark sistem update nya tolong awasin match mreka MONTOON!!
5,taik gem haram banyak Drak sistem kalau mau download jangan!!!! kamu lose steel 6 kali di kasi win 1 kali gem apaan....p login gc download ngapain baca ulasan gua
1,perbaiki lagi kalo ngasih tim masa udah glory tapi skilnya kayak masih legend mana poke lagi udah buang-buang banyak uang buat skin di ml tapi ml nggak respect ke pemain nya makan sama minum gw sehari2 aja nggak sampe seharga skin di ml gw udah habisin lebih dari 5jt mana respect nya moonton
1,game tidak baik isinya dark sistem
2,"knp ni bru download mau msuk daftar mlh ngestuck di login jd gbisa msuk, tolong di perbaiki"
5,bagus permainan harus seimbang
5,"Tolong ya, buat shop starlight bulan July nanti, tolong jual skin Wawan starlight + kalau bisa collector Wawan juga keluarin lagi entah di event apapun saya nak beli."
3,"tolong ini knp bru download trs gabisa login, ngestuck di login pdhl bru download dan mau login tp mlh gbisa"
1,gem lucu bilangnya suren jika tmn kamu afk kok gak invailit gem lucu
1,"kecewa gue mending main HOK sebagai user solo strees main game satu ini, mending HOK perbedaan nya jauh setiap main meskipun solo team nya bukan boot atau user user yang ga bisa main sama sekali"
2,"bintang 2,Moonton Sekarang saya mau tanya,kenapa setiap kali saya main rank dan tinggal 1 bintang lagi untuk menuju up rank kenapa saya selalu losestreak,Saya sudah muak moonton tolonglah Setiap hanya tinggal 1 bintang lagi naik rank kenapa saya dikasih team yang tidak mau kerja sama seperti troll,egois,Feeding,dan AFK.dan saya tau ini Dark System Moonton Tolonglah Kalau kasih dark system itu jangan menyiksa orang kalau bisa saya ingin saya itu bisa naik rank dengan tenang."
1,game nya banyak darksistem monton gak jelas
1,"Woi montoon, kasi gw glory lah anj. w capek ngehuni badak mulu"
5,だい しき 😁
2,"lebih adil lagi terhadap pemilihan tim , tim sendiri selalu afk , bermain tidak serius , sedang kan musuh lebih kuat dan kompak"
5,game nya sangat bagus Moonton sering sering kasih win streak
4,"makin banyak event yang diadain malah sinyal nya yang kurang bagus,kadang sering bug trus keluar dari game.trus juga di match ngasi lawan ga sepadan harusnya yang imbang,jadi lose streak mulu,mau ke legend payah amattt"
5,kenapa gw g bisa login
1,Gw dikasih drak sistem mulu
4,seru
5,seru kali bah
1,game cacat ajg dari tadi gw di kasih tim bapuk najis ajg babi di kasih yg kaga bisa maen semua padahal maennya di tier mythic
5,mantap dahh pokonya
2,bagus sih tapi akun ku hilang
5,saya merasa mobile legend inii sangat menghibur saya
1,saya pemain baru tapi game nya gk mulai mulai padahal udah 100
2,"game online tp disetting, hero yg tdnya 5x kalah sama saya team musuh juga kalah kill, kok tau2 musuh levelnya lebih tinggi... moonton2...."
1,"fitur optimalisasi grafik yg baru bikin ngelag, frame drop, ganggu bgt"
1,"kasi tim ga pernah adil, kalo main kita sendiri di kasi tim ngetroll sedangkan musuh tim nya yg udh top lokal dan ngerti main, ini kalo kasi tim tolong yang adil satu sama lain, kadang tim sendiri di kasi yang ga ngerti rotasi ga ngerti objektif ga ngerti push ngerti nya war muluu, sedangkan LAWANNYA jago, ngerti objektif, ngerti push turret, ngerti waktu war, ngerti waktu rotasi, TOLONG UNTUK DEVELOPER INI DI PERBAIKI WAKTU MEMBERIKAN TIM HARUS ADIL TOLONG DAN MOHON SEKALI!!!"
5,game yang sangat bagus
2,"Mohon yaa moonton, Diperbaiki kekurangan nya, Giliran saya dapat Tim baguss... Jaringannyaa Ngelag sekali padahal wifi saya Baguss, wifi mahal lhoo... dan giliran dapat Tim egois gak niat mainn pasti baguss jaringan nyaa.... Jangan lahh kek gituu Saya main dari Season 4 lhoo, masa kek gituu Sama player Sendiri 😔😔"
1,apaan ini? jaringan bagus selalu bugg perbaiki lah... makin updet makin butuh banyak data apa apaan moonton
5,gen ini sangat bagus dan bikin aku senang ketika gabut main ini tapi aku mau buat akun baru malah ngestak di losing terus gimana ya ini caranya
1,SINYAL LAG SISTEM GA ADIL GAME SAMPAHHHHH
5,game nya sangat seru dan mengesankan!!
1,"Moonton perbaiki sistem matchmaking nya dong, saya capek ketemu musuh yg gak seimbang sama tim sendiri, tim sendiri gameplay nya kadang gajelas dan itu menguntungkan musuh, makanya saya sering kalah karena tim seperti itu, tolong ya moonton perbaiki sistem matchmaking nya"
1,jlk bngt mles main sama player trol goblog lgi mending uninstall aja game nya
5,gamenya seru kalo lagi gabut apalagi Hero para cool cakep cantik/ganteng aku suka bgt kalo ni game bisa ngeheal orang bagus banget welll cuaks sekian terimakasih
1,tim beban noob afk harusnya di ban 1 hari ga bisa main lah ml kok sampah pantes aja rating nya 3.7 makanya ban 1 hari Player afk
5,game ini sangat seru welcome to mobile gendeng
5,cukup baik
5,permainan yg sangat menyenangkan kan dan sasikkkkk
1,"mending jangan di instal, gua main siang sampe malem kalah terus, emang bener sarang drak sistem apalagi kalo pake script nanti di ban padahal cuma mau ngerasain skin bagus,terus kalo jaringan hp bagus tapi di game nya lag kenapa ya??"
5,bagus walau kikir
5,dark system nya dikit tambahin lah bodoh in lagi orang nuub nya kalo di tambah banyak orang buduh saya kasih ★5
1,game walaupun graphic bagus skin mewah tapi internet nya sama player main ga bisa main sumpah gua sekarang legend 4 dulunya legend 2 karena gua dapat mm darksistem Mulu mm Hanabi Mulu
1,kurangi drag sistem
5,bapak moonton tolong dong MB mobilelegends nya dikurangin lagi yang tadi nya MB 38 jadi 37 kasihan yang pada hpnya kentang biar nambah rame permainan mobilelegends nya plis kalau pembuat mobilelegends ini ngebaca terus setuju aku janji akan kasih rating 5 bintang kalau enggak di lakukan aku kasih bintang 3 Oke thanks
1,"kalo dpt apa apa pasti dibikin kalah matching nya, Dikasih tim gk pernah bener, kalah mulu, ngotak napa moonton, mana kebijakan nya yang katanya bakal sama ratain tim?"
1,lama banget louding nya ada kali 1 jam aku nunggu nggak bisa juga padahal baru donglot
1,game penambah stress
1,kalah mulu bangke
5,bagus
5,Moonton tolongg akun gua ilanggg
5,game nya seru banget 👍
1,"pecuma ada pilihan report kalau memang ga ada gunanya, setiap ketemu orang yang suka nge feed tetep aja ga ada hukuman yang membuat jera."
1,"Game ga bener..match making ga bener,udh 4x mvp kalah semua ajg"
1,buff melissa monton kalau gak aku kasih bintang satu di plestor kalau sudah dibuff aku kasih bintang limall
5,Game nya bagus Udah itu aja ulasan saya
1,game kikir dibuat lose streak aku ga ush pada main ya kalian pasti fiks lose streak
5,gem yang bagus
1,lag
3,"Game Babi Dari Glory 69 Ke Glory 57 Game ppk Gabisa Ya Matching Yang Seimbang Atau Lebih Bagus,Uninstal Aja Ini Game Kayak Bodat Capek Aku Main Ngepush"
1,"gamenya aneh, saya bilang kata""bdoh""saja kena mute 5 hari,sementara yang toxic parah bawa bawa orang tua,rasis,hingga kata yatim & piatu,playernya msh aman aja gk kena mute.sistem gamenya jg ga adil, ngasih kesusahan buat player nya.Seringkali di kasih tim selalu dpt tim aneh dh gitu beruntun dpt timnya ga bisa main,sementara di kasih lawannya ga masuk akal rata-rata pro player semua.Mau Sejago apapun kita kalo timnya susah ya ga berarti juga,game MOBA 5vs5 ngandelin skill sendiri ya berat."
4,pas mau bikin akun baru di suruh pilih 3 hero terus aku pilih layla terus pas aku tunggu-tunggu eh gak ke login padahal jaringan penuh ini gimana monton?
1,GK pernah dapat teman yang enak semuanya bot
1,game ini bikin lostrek terus buat kita marah terus bulid lah pas masih aja kalah dikasih tim dark sistem
1,kenapa si gw kaga di kasih menang mulu
1,"saya selalu di berikan tim dark sistem ,pesan saya adalah semoga anda tidak selalu memberikan tim yang bot kepada saya saya kecewa setiap kali kalah pasti saya yg MVP sedang kan tim saya pada dapat silver saya mohon agar anda membaca ini mohon diperbaiki"
5,Game ini menyenangkan dan sangat bagus dan game ini berguna untuk menyenangkan hati aku. Terimakasih moonton semoga game ini dapat update yg bagus dan semoga tidak ngelag lagi.
5,walau sering lag tapi masih bisa dimainkan dikit sih🙂 oh iya sekarang monton gak pelit banyak event skin gratis
1,Mantap
1,game aneh ketika saya main di rank imo musuh nya jago jago sedangkan di tim saya kayak bot semua
5,game nya seru dan asikkk
1,woy montoon kalo milih kan teman yang benar dikit lah teman ku pada tolol musuh nya pada pro kan ga adil
5,gamenya bagus
5,game yg sangat menyenangkan💕😍
1,kalo ngasi team tu yang bener la team tidak jelas semua game apaan main betahun tahun dapet team tidak guna
1,Permainan ini sangat seru
1,"match making kurang adil, masih banyak bug di game"
5,mantep musuh nya pada jago ada yang mantan imortal jadi gw kalah terus 😂mentok di legen legen abadi
5,"bintang 5 bousss, yah walaupun sering update, plise monton Jan besar² update nya, hp dah gak kuat ni, masa harus hapus WhatsApp"
1,game burik
5,ini game paling terseru
1,game ga jelas banyak dark sistem
5,menyenangkan
1,GAME BURUK MASA AMA GAME KOTAK GESER GESERAN AJA KALAH
5,Halo monooton saya minta untuk update terbaru yaitu Lane tetap dimana nanti para player main di Lane yang jago dia mainkan. supaya dark sistem bisa berkurang
3,"game ini kadang lag, padahal wifi lancar tapi saat main ketemu musuh pro tim beban"
1,mobile legends enggak bisa dimainin
5,asik
5,inilah yang membuat saya merasa nyaman ketika aku main mobile legend
1,"mau main ml, pemula tapi tidak bisa masuk saat dibuka mau main tutorial stuck di 100% ga ada lanjutannya gimana ini. padahal dulu bisa main, eh sekarang ga bisa kebuka"
5,woo🥰🥰😘😘
1,"seru tapi saat main rank sering ketemu drak sistem, sebaiknya ditambah PUBG dan epep agar bisa Pepeng dan saat mati keluar asap warna pink dan kalau hidup bisa mati."
4,ini gimana ya HP saya kan ke restart terus saya download lagi ml pas ke tutorial nya kok ngestuck ya gak bisa masuk di in game nya tolong pihak monton saya butuh penjelasan nya saya kasih bintang 4 karna saya apresiasi game nya bagus tapi masalah saya ada di loading tutorial nya yang ngestuck
1,game bikin gila orang ajah hapus ajah
1,"akun saya di ripper,tapi gk bisa di hb dan selalu gaver"
5,bagussssssss
5,sangt sweu syekaliiiiu
1,"GAME ANEH, ISINYA BINATANG SEMUA"
1,aku pernah main game ini seru banget banyak event nya lagi
5,"udah lama main tapi ga pernah bosan,beberapa kali ganti game akhirnya balik ke sini lagi 🗿"
1,jelek pemain nya pada toksik dan bocil nya bikin resah
5,lebih ditingkatkan lagi untuk jaringanya
3,agak ngeselin dpt teman feeder
1,tim yg dapat tim tolol gadaa yg bagus mainn nyaa tim nyaaa gadaa yg pandee mainn gw capekkk lose treck terus montonnn kasihh samaaa gw tim yg bagus
1,saya beri bintang satu karena ini game bikin gua streesss cape gua di kenain dark sistem mulu capek dan ahkirnya gua pensi
2,geme nya membuat orang emosi kalah menang wwookkkkkkk tapi lumayan lah gabut uinstal aja kalo udah bosen
1,"ga jelas mooton ngasih tim ga bisa kerja sama, udh ls gua sampe 5 kali ga ngotak banget mooton kalo ngasih tim yg waras lah mooton kalo ngasih tim itu cape tau LS gua kasih bintang 1 aj buat game ini"
5,POKOK NYA GAME NYA BAGUS SAYA SUKA
5,aku main disana kayak kurang bagus aku masih beban itu rumput buat apa ya dan jugak batu masak cuman hiasan
5,game nya sigma
1,game pliok
5,Collab nya keren
1,"montoon,tolong ban akun yang sering melakukan jual beli,akun ml ku di curi,kalo bisa ban akun ku gpp aku iklas"
1,apalah gua main sinyal nya 4g full malah ngelag pas main di rank merusak kenyamanan main aja!! mohon di perbaikii ya moonton!!! 🥰
3,"HAPUS FITUR ""MENGGUNAKAN HERO REKOMENDASI"" DI CLASSIC. SAD"
5,Game ga seru burik banyak drak sistem nya game ga adil hapus aja sih skinnya mahal pula
1,geme tototolol ngeleg bgt padahal jaringan bagus
5,sangat bagus
1,"ini game udah 2025 masih ada magic chess di game nya. buang buang penyimpanan aja. walau ada dipisah apps nya, tetep aja magic chess ada di dalam ni game. gue comeback gue pikir bakal ada perubahan, malah ga ada peningkatan sama sekali."
5,seru banget
1,sy sdh sisipkan komentar player sampah di piara trus jd malas main klo sy marah atau emosi kena penalti mungkin uninstall cara bagus monton maka nya rating nya rendah jadi malas
2,game ini tidak bagus sangat² tidak layak untuk dimainkan saya sebagai alumni ml selalu stress ketika main game bodoh seperti ini game ini tidak cocok buat yg ga sabaran game ini game neraka maka jangan di download
1,suka banget
5,"Mantap banget game ini, luar biasa banget ini, aku mainin game ( MOBIL LEGENDS). Gak berhenti henti aku suka banget sama game ini"
1,"ga ngerti lagi, dapet tim yg suka nge troll, apalagi tim musuh pada jago². benerin juga lah bug nya."
5,Keren
1,woi moonton gw kalo main kasi gw lejen ini GK di kasih apalah kasih gw tim bagus terus tapi jgn kasi menang kalah menang kalah awas lu
1,game nya hampir bunuh adek gua sampe pingsan 🗿
1,saya lose streak mulu moonton lu niat ngasih tim gw yg bener g sih game udh bagus tpi moonton lu bisa ga sih kasih tim gw yg waras gw dpt tim dark sistem
5,🌜Gₑₗᵢₖ₋-Gₑₗᵢₖ🌛
4,Bagus lah tapi agak²
5,game nya sangat seru
1,"banyak yang main curang/rw bukan nya di ban,eh giliran kita cuman adu mulut doang di ban hadeh"
5,Game nya bagus dari pada game sebelah yang burik itu
2,kalo ngasih tim yang jelas lah montoon
